[2026-07-06T05:44:03.117Z] GET http://localhost:8765/?v=9 → 200 (6ms, 83211B)
[2026-07-06T05:50:58.804Z] GET http://localhost:8765/kei.JPG → 200 (?ms, -189B)
[2026-07-06T05:50:58.804Z] GET http://localhost:8765/moncheri-logo.png → 200 (?ms, -186B)
[2026-07-06T05:50:58.835Z] GET https://fonts.gstatic.com/s/cormorantgaramond/v21/co3ZmX5slCNuHLi8bLeY9MK7whWMhyjYrEtImSqn7B6D.woff2 → 200 (1ms, -815B)
[2026-07-06T05:50:58.836Z] GET https://fonts.gstatic.com/s/cormorantgaramond/v21/co3bmX5slCNuHLi8bLeY9MK7whWMhyjYqXtKky2F7g.woff2 → 200 (2ms, -815B)
[2026-07-06T05:50:58.839Z] GET https://fonts.gstatic.com/s/inter/v20/UcC53FwrK3iLTcvneQg7Ca725JhhKnNqk6L5UUMbndwV.woff2 → 200 (?ms, -815B)
[2026-07-06T05:50:58.841Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, -815B)
[2026-07-06T05:50:58.841Z] GET http://localhost:8765/email-showcase/mon-campaign.jpg → 200 (?ms, -188B)
[2026-07-06T05:50:58.841Z] GET http://localhost:8765/email-showcase/mira-welcome.jpg → 200 (1ms, -188B)
[2026-07-06T05:50:58.842Z] GET http://localhost:8765/email-showcase/andew-product.jpg → 200 (?ms, -188B)
[2026-07-06T05:50:58.842Z] GET http://localhost:8765/email-showcase/andew-welcome.jpg → 200 (?ms, -188B)
[2026-07-06T05:50:58.843Z] GET http://localhost:8765/email-showcase/mon-newspaper.jpg → 200 (?ms, -188B)
[2026-07-06T05:50:58.843Z] GET http://localhost:8765/email-showcase/mira-replen.jpg → 200 (?ms, -188B)
[2026-07-06T05:51:03.975Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-JLHW59CHY6&gtm=45je66u1v9244127948za200zd9244127948&_p=1783317058801&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=583239672.1783316643&frm=0&pscdl=noapi&rcb=11&sr=1440x900&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.2.0&uaw=0&ul=en-us&_s=1&tag_exp=115938466~115938469~118897920~118897930~119027224~119576881~119576885~119576891~119576895&sid=1783316643&sct=1&seg=1&dl=http%3A%2F%2Flocalhost%2F%3Fv%3D10&dt=Kei%20Nakayama%20%C2%B7%20Klaviyo%20retention%20for%20DTC%20brands&en=page_view&_ee=1&tfd=5221 → 204 (32ms, ?B)
[2026-07-06T05:52:10.163Z] GET http://localhost:8765/?v=13 → 200 (2ms, 84031B)
[2026-07-06T05:52:10.169Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-JLHW59CHY6&gtm=45je66u1v9244127948za200zd9244127948&_p=1783317058801&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=583239672.1783316643&frm=0&pscdl=noapi&rcb=11&sr=1366x768&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.2.0&uaw=0&ul=en-us&_s=2&tag_exp=115938466~115938469~118897920~118897930~119027224~119576881~119576885~119576891~119576895&sid=1783316643&sct=1&seg=1&dl=http%3A%2F%2Flocalhost%2F%3Fv%3D10&dt=Kei%20Nakayama%20%C2%B7%20Klaviyo%20retention%20for%20DTC%20brands&en=user_engagement&_et=71210&tfd=71431 → pending (?ms, ?B)
[2026-07-06T05:52:10.169Z] POST https://www.google.com/g/collect?v=2&tid=G-JLHW59CHY6&gtm=45je66u1v9244127948za200zd9244127948&_p=1783317058801&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=583239672.1783316643&frm=0&pscdl=noapi&rcb=11&sr=1366x768&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.2.0&uaw=0&ul=en-us&_s=2&tag_exp=115938466%7E115938469%7E118897920%7E118897930%7E119027224%7E119576881%7E119576885%7E119576891%7E119576895&sid=1783316643&sct=1&seg=1&dl=http%3A%2F%2Flocalhost%2F%3Fv%3D10&dt=Kei+Nakayama+%C2%B7+Klaviyo+retention+for+DTC+brands&en=user_engagement&_et=71210&tfd=71431&gaf=1 → pending (?ms, ?B)
[2026-07-06T05:52:10.170Z] GET https://www.googletagmanager.com/gtag/js?id=G-JLHW59CHY6 → 200 (?ms, -522B)
[2026-07-06T05:52:10.171Z] GET https://fonts.googleapis.com/css2?family=Inter:ital,wght@0,300;0,400;0,500;0,600;0,900;1,300;1,400&family=Cormorant+Garamond:ital,wght@0,500;0,600;0,700;1,500;1,600;1,700&family=Noto+Sans+JP:wght@300;400;500;600&family=Shippori+Mincho+B1:wght@400;500;600;700;800&display=swap → 200 (?ms, -698B)
[2026-07-06T05:52:10.171Z] GET http://localhost:8765/hanjo-logo.svg → 200 (?ms, -190B)
[2026-07-06T05:52:10.171Z] GET http://localhost:8765/kei.JPG → 200 (?ms, -189B)
[2026-07-06T05:52:10.171Z] GET http://localhost:8765/moncheri-logo.png → 200 (?ms, -186B)
[2026-07-06T05:52:10.175Z] GET https://fonts.gstatic.com/s/cormorantgaramond/v21/co3ZmX5slCNuHLi8bLeY9MK7whWMhyjYrEtImSqn7B6D.woff2 → 200 (?ms, -815B)
[2026-07-06T05:52:10.175Z] GET https://fonts.gstatic.com/s/cormorantgaramond/v21/co3bmX5slCNuHLi8bLeY9MK7whWMhyjYqXtKky2F7g.woff2 → 200 (?ms, -815B)
[2026-07-06T05:52:10.175Z] GET https://fonts.gstatic.com/s/inter/v20/UcC53FwrK3iLTcvneQg7Ca725JhhKnNqk6L5UUMbndwV.woff2 → 200 (?ms, -815B)
[2026-07-06T05:52:10.176Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, -815B)
[2026-07-06T05:52:10.176Z] GET http://localhost:8765/email-showcase/mon-campaign.jpg → 200 (?ms, -188B)
[2026-07-06T05:52:10.176Z] GET http://localhost:8765/email-showcase/mira-welcome.jpg → 200 (?ms, -188B)
[2026-07-06T05:52:10.176Z] GET http://localhost:8765/email-showcase/andew-product.jpg → 200 (?ms, -188B)
[2026-07-06T05:52:10.176Z] GET http://localhost:8765/email-showcase/andew-welcome.jpg → 200 (?ms, -188B)
[2026-07-06T05:52:10.177Z] GET http://localhost:8765/email-showcase/mon-newspaper.jpg → 200 (?ms, -188B)
[2026-07-06T05:52:10.177Z] GET http://localhost:8765/email-showcase/mira-replen.jpg → 200 (?ms, -188B)
[2026-07-06T05:52:15.233Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-JLHW59CHY6&gtm=45je66u1v9244127948za200zd9244127948&_p=1783317130170&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=583239672.1783316643&frm=0&pscdl=noapi&rcb=14&sr=1366x768&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.2.0&uaw=0&ul=en-us&_s=1&tag_exp=115938465~115938468~118395333~118897920~118897930~119027224~119576881~119576885~119576891~119576895&sid=1783316643&sct=1&seg=1&dl=http%3A%2F%2Flocalhost%2F%3Fv%3D13&dt=Kei%20Nakayama%20%C2%B7%20Klaviyo%20retention%20for%20DTC%20brands&en=page_view&_ee=1&tfd=5064 → 204 (32ms, ?B)
[2026-07-06T06:18:19.600Z] GET http://localhost:8765/?v=16 → 200 (22ms, 84108B)
[2026-07-06T06:18:19.662Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-JLHW59CHY6&gtm=45je66u1v9244127948za200zd9244127948&_p=1783317130170&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=583239672.1783316643&frm=0&pscdl=noapi&rcb=14&sr=1440x900&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.2.0&uaw=0&ul=en-us&_s=2&tag_exp=115938465~115938468~118395333~118897920~118897930~119027224~119576881~119576885~119576891~119576895&sid=1783316643&sct=1&seg=1&dl=http%3A%2F%2Flocalhost%2F%3Fv%3D13&dt=Kei%20Nakayama%20%C2%B7%20Klaviyo%20retention%20for%20DTC%20brands&en=user_engagement&_et=1569404&tfd=1569482 → pending (?ms, ?B)
[2026-07-06T06:18:19.662Z] POST https://www.google.com/g/collect?v=2&tid=G-JLHW59CHY6&gtm=45je66u1v9244127948za200zd9244127948&_p=1783317130170&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=583239672.1783316643&frm=0&pscdl=noapi&rcb=14&sr=1440x900&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.2.0&uaw=0&ul=en-us&_s=2&tag_exp=115938465%7E115938468%7E118395333%7E118897920%7E118897930%7E119027224%7E119576881%7E119576885%7E119576891%7E119576895&sid=1783316643&sct=1&seg=1&dl=http%3A%2F%2Flocalhost%2F%3Fv%3D13&dt=Kei+Nakayama+%C2%B7+Klaviyo+retention+for+DTC+brands&en=user_engagement&_et=1569404&tfd=1569482&gaf=1 → pending (?ms, ?B)
[2026-07-06T06:18:19.683Z] GET https://www.googletagmanager.com/gtag/js?id=G-JLHW59CHY6 → 200 (180ms, 165065B)
[2026-07-06T06:18:19.683Z] GET https://fonts.googleapis.com/css2?family=Inter:ital,wght@0,300;0,400;0,500;0,600;0,900;1,300;1,400&family=Cormorant+Garamond:ital,wght@0,500;0,600;0,700;1,500;1,600;1,700&family=Noto+Sans+JP:wght@300;400;500;600&family=Shippori+Mincho+B1:wght@400;500;600;700;800&display=swap → 200 (1ms, -698B)
[2026-07-06T06:18:19.684Z] GET http://localhost:8765/hanjo-logo.svg → 200 (?ms, -190B)
[2026-07-06T06:18:19.685Z] GET http://localhost:8765/kei.JPG → 200 (1ms, -189B)
[2026-07-06T06:18:19.687Z] GET http://localhost:8765/moncheri-logo.png → 200 (?ms, -186B)
[2026-07-06T06:18:19.760Z] GET https://fonts.gstatic.com/s/cormorantgaramond/v21/co3ZmX5slCNuHLi8bLeY9MK7whWMhyjYrEtImSqn7B6D.woff2 → 200 (?ms, -815B)
[2026-07-06T06:18:19.760Z] GET https://fonts.gstatic.com/s/cormorantgaramond/v21/co3bmX5slCNuHLi8bLeY9MK7whWMhyjYqXtKky2F7g.woff2 → 200 (?ms, -815B)
[2026-07-06T06:18:19.761Z] GET https://fonts.gstatic.com/s/inter/v20/UcC53FwrK3iLTcvneQg7Ca725JhhKnNqk6L5UUMbndwV.woff2 → 200 (?ms, -815B)
[2026-07-06T06:18:19.761Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, -815B)
[2026-07-06T06:18:19.762Z] GET http://localhost:8765/email-showcase/mon-campaign.jpg → 304 (5ms, ?B)
[2026-07-06T06:18:19.762Z] GET http://localhost:8765/email-showcase/mira-welcome.jpg → 304 (2ms, ?B)
[2026-07-06T06:18:19.762Z] GET http://localhost:8765/email-showcase/andew-product.jpg → 304 (2ms, ?B)
[2026-07-06T06:18:19.762Z] GET http://localhost:8765/email-showcase/andew-welcome.jpg → 304 (3ms, ?B)
[2026-07-06T06:18:19.762Z] GET http://localhost:8765/email-showcase/mon-newspaper.jpg → 304 (3ms, ?B)
[2026-07-06T06:18:19.762Z] GET http://localhost:8765/email-showcase/mira-replen.jpg → 304 (3ms, ?B)
[2026-07-06T06:18:24.894Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-JLHW59CHY6&gtm=45je66u1v9244127948za200zd9244127948&_p=1783318699683&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=583239672.1783316643&frm=0&pscdl=noapi&rcb=16&sr=1440x900&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.2.0&uaw=0&ul=en-us&_s=1&tag_exp=115616985~115938465~115938468~118395334~119027224~119576881~119576885~119576891~119576895&sid=1783316643&sct=1&seg=1&dl=http%3A%2F%2Flocalhost%2F%3Fv%3D16&dt=Kei%20Nakayama%20%C2%B7%20Klaviyo%20retention%20for%20DTC%20brands&en=page_view&_ee=1&tfd=5298 → 204 (28ms, ?B)
[2026-07-06T06:24:50.095Z] GET https://hanjo.ai/ → 200 (229ms, 21521B)
[2026-07-06T06:24:50.339Z] GET https://www.googletagmanager.com/gtag/js?id=G-JLHW59CHY6 → 200 (97ms, -522B)
[2026-07-06T06:24:50.339Z] GET https://fonts.googleapis.com/css2?family=Inter:ital,wght@0,300;0,400;0,500;0,600;0,900;1,300;1,400&family=Cormorant+Garamond:ital,wght@0,500;0,600;0,700;1,500;1,600;1,700&family=Noto+Sans+JP:wght@300;400;500;600&family=Shippori+Mincho+B1:wght@400;500;600;700;800&display=swap → 200 (?ms, -698B)
[2026-07-06T06:24:50.339Z] GET https://hanjo.ai/hanjo-logo.svg → pending (?ms, ?B)
[2026-07-06T06:24:50.339Z] GET https://hanjo.ai/kei.JPG → pending (?ms, ?B)
[2026-07-06T06:24:50.339Z] GET https://hanjo.ai/moncheri-logo.png → 200 (171ms, ?B)
[2026-07-06T06:24:50.431Z] GET https://hanjo.ai/email-showcase/mon-campaign.jpg → pending (?ms, ?B)
[2026-07-06T06:24:50.431Z] GET https://hanjo.ai/email-showcase/mira-welcome.jpg → pending (?ms, ?B)
[2026-07-06T06:24:50.431Z] GET https://hanjo.ai/email-showcase/andew-product.jpg → pending (?ms, ?B)
[2026-07-06T06:24:50.431Z] GET https://hanjo.ai/email-showcase/andew-welcome.jpg → pending (?ms, ?B)
[2026-07-06T06:24:50.431Z] GET https://hanjo.ai/email-showcase/mon-newspaper.jpg → pending (?ms, ?B)
[2026-07-06T06:24:50.431Z] GET https://hanjo.ai/email-showcase/mira-replen.jpg → 200 (78ms, 43058B)
[2026-07-06T06:24:50.431Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -815B)
[2026-07-06T06:24:50.431Z] GET https://fonts.gstatic.com/s/cormorantgaramond/v21/co3bmX5slCNuHLi8bLeY9MK7whWMhyjYqXtKky2F7g.woff2 → 200 (1ms, -815B)
[2026-07-06T06:24:50.431Z] GET https://fonts.gstatic.com/s/cormorantgaramond/v21/co3ZmX5slCNuHLi8bLeY9MK7whWMhyjYrEtImSqn7B6D.woff2 → 200 (1ms, -815B)
[2026-07-06T06:24:50.432Z] GET https://fonts.gstatic.com/s/inter/v20/UcC53FwrK3iLTcvneQg7Ca725JhhKnNqk6L5UUMbndwV.woff2 → 200 (?ms, -815B)
[2026-07-06T06:24:50.493Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-JLHW59CHY6&gtm=45je66u1v9244127948za200zd9244127948&_p=1783319090338&gcd=13l3l3l3l1l1&npa=0&dma=0&are=1&cid=539830972.1783319090&frm=0&pscdl=noapi&rcb=5&sr=1440x900&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=macOS&uapv=26.2.0&uaw=0&ul=en-us&_s=1&tag_exp=115616986~115938465~115938469~118395335~119027224~119576881~119576885~119576891~119576895&sid=1783319090&sct=1&seg=0&dl=https%3A%2F%2Fhanjo.ai%2F&dt=Kei%20Nakayama%20%C2%B7%20Klaviyo%20retention%20for%20DTC%20brands&en=page_view&_fv=1&_nsi=1&_ss=1&_ee=1&tfd=398 → pending (?ms, ?B)
